case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
819,Zimbabwe,Canada,2008,2022,0,,1,1,1,0,1,0,0,democracy,ongoing
820,Benin,EU,2009,2017,0,,0,0,0,0,1,0,1,other,success_total
821,Eritrea,Russia,2009,2018,1,exp_part,0,1,0,0,0,0,0,end_war,success_total
822,Eritrea,UN,2009,2018,0,,1,1,1,1,0,0,1,end_war,success_total
823,Fiji,"Australia, New Zealand",2009,2012,0,,0,0,0,1,1,0,1,"human_rights,democracy","success_part,success_part"
824,Fiji,Pacific Islands Forum,2009,2014,0,,0,0,0,0,1,0,1,democracy,success_total
825,Georgia,Russia,2009,2011,1,exp_part,1,0,0,0,0,0,0,prevent_war,success_part
826,Guinea,African Union,2009,2010,0,,0,0,1,1,1,0,1,democracy,success_total
827,Guinea,ECOWAS,2009,2011,0,,1,0,0,0,1,0,1,"democracy,human_rights","success_total,success_total"
828,Guinea,"EU, Turkey, Croatia, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Iceland",2009,2014,1,exp_part,1,1,1,1,0,0,1,human_rights,success_total
829,Guinea,Switzerland,2009,2010,0,,1,0,0,1,0,0,0,human_rights,failed
830,Guinea,United States,2009,2010,0,,0,0,1,0,0,0,0,democracy,success_total
831,Guinea,United States,2009,2011,0,,0,0,1,1,0,0,0,democracy,success_total
832,Honduras,EU,2009,2009,0,,0,0,1,0,1,0,1,democracy,success_part
833,Honduras,Organization of American States,2009,2011,0,,0,0,0,0,1,0,1,democracy,success_total
834,Honduras,United States,2009,2009,0,,0,1,1,1,0,0,0,democracy,success_part
835,Honduras,Venezuela,2009,2009,1,exp_part,0,0,0,0,0,0,0,human_rights,nego_settlement
836,"Korea, North",Japan,2009,2022,1,exp_compl,0,0,0,0,0,0,0,prevent_war,ongoing
837,Malagasy Republic,African Union,2009,2014,0,,0,0,0,0,1,0,1,democracy,success_total
838,Malagasy Republic,SADC,2009,2014,0,,0,0,0,0,1,0,1,democracy,success_total
839,Mauritania,African Union,2009,2009,0,,0,0,1,1,0,0,1,"democracy,human_rights","success_total,success_total"
840,Mauritania,EU,2009,2009,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_total,success_total"
841,Mauritania,United States,2009,2009,0,,0,0,1,0,0,0,0,end_war,success_total
842,Niger,ECOWAS,2009,2011,0,,0,0,1,0,1,0,1,democracy,success_total
843,Niger,EU,2009,2011,0,,0,0,1,0,0,0,1,democracy,success_total
844,Niger,United States,2009,2011,0,,0,0,1,1,0,0,0,destab_regime,success_total
845,Somalia,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia",2009,2022,0,,1,1,1,1,0,0,1,"end_war,human_rights","ongoing,ongoing"
846,Somalia,Switzerland,2009,2022,1,imp_part,1,1,1,1,0,0,0,"end_war,human_rights","ongoing,ongoing"
847,Tajikistan,Uzbekistan,2009,2009,1,exp_part,0,0,0,0,0,0,0,other,failed
848,Ukraine,Russia,2009,2009,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
849,Belarus,Russia,2010,2010,1,exp_part,0,0,0,0,0,0,0,other,success_total
850,Colombia,United States,2010,2021,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
851,Cote d'Ivoire,African Union,2010,2011,0,,0,0,0,0,1,0,1,"end_war,democracy","success_total,success_total"
852,Cote d'Ivoire,ECOWAS,2010,2011,0,,0,0,0,0,1,0,1,end_war,success_total
853,Eritrea,EU,2010,2018,0,,1,1,1,1,0,0,1,end_war,success_total
854,Guinea,Switzerland,2010,2014,1,exp_part,1,1,1,1,0,0,0,human_rights,success_part
855,Iran,Canada,2010,2016,1,exp_part,1,0,1,0,0,0,0,prevent_war,success_total
856,Iran,"Korea, South",2010,2012,1,imp_part,0,0,0,0,0,0,0,prevent_war,failed
857,Iran,UN,2010,2016,1,exp_part,1,1,1,0,0,0,1,prevent_war,success_total
858,Iraq,UN,2010,2022,0,,1,0,0,0,0,0,1,prevent_war,ongoing
859,"Korea, North","Korea, South",2010,2022,1,"exp_compl, imp_compl",0,0,0,1,1,0,0,"end_war,human_rights,democracy","ongoing,ongoing,ongoing"
860,"Korea, North",United States,2010,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,prevent_war,ongoing
861,Kyrgyzstan,Uzbekistan,2010,2010,1,exp_part,0,0,0,0,0,0,0,other,failed
862,Malagasy Republic,African Union,2010,2013,0,,0,0,1,1,0,0,1,democracy,success_total
863,Malagasy Republic,EU,2010,2014,0,,0,0,1,0,0,0,1,democracy,success_total
864,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2010,2013,1,"exp_part, imp_part",1,1,1,1,0,0,1,human_rights,success_part
865,Niger,African Union,2010,2011,0,,0,0,0,0,1,0,1,democracy,success_total
866,Norway,China,2010,2017,0,,0,0,0,0,1,0,0,"democracy,human_rights","success_part,success_part"
867,Norway,China,2010,2018,1,imp_part,0,0,0,1,0,0,0,policy_change,failed
868,Somalia,United States,2010,2022,1,imp_part,0,0,1,0,0,0,0,"end_war,prevent_war","ongoing,ongoing"
869,Sudan,UN,2010,2022,0,,0,1,0,0,0,0,1,"human_rights,end_war","ongoing,ongoing"
870,Switzerland,Libya,2010,2011,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,policy_change,failed
871,Tajikistan,Uzbekistan,2010,2010,1,exp_part,0,0,0,0,0,0,0,other,failed
872,Afghanistan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",2011,2022,0,,1,1,1,1,0,0,1,terrorism,ongoing
873,Afghanistan,United States,2011,2022,0,,1,1,0,0,0,0,0,terrorism,ongoing
874,Belarus,"EU, Croatia, Macedonia, Montenegro, Bosnia and Herzegovina, Iceland, Albania, Serbia, Liechtenstein, Norway",2011,2016,1,exp_part,1,1,1,1,0,0,1,"democracy,human_rights","success_total,success_part"
875,Belize,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
876,Bolivia,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
877,Bosnia and Herzegovina,"EU, Turkey, Montenegro, Albania, Liechtenstein, Armenia, Georgia, Iceland, Norway",2011,2022,0,,0,0,1,1,0,0,1,prevent_war,ongoing
878,Colombia,United States,2011,2014,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,success_total
879,Costa Rica,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
880,Cote d'Ivoire,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",2011,2016,0,,0,0,1,1,0,0,1,"end_war,human_rights","success_total,success_total"
881,Dominican Republic,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
882,"Egypt, Arab Rep.",Canada,2011,2016,0,,0,0,1,0,0,0,0,other,success_part
883,"Egypt, Arab Rep.","EU, Croatia, Macedonia, Albania, Montenegro, Iceland, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Georgia",2011,2021,0,,0,0,1,0,0,0,1,other,success_total
884,"Egypt, Arab Rep.",Switzerland,2011,2017,0,,0,0,1,0,0,0,0,other,failed
885,Eritrea,UN,2011,2018,1,imp_part,0,0,0,0,0,0,1,end_war,success_total
886,Fiji,Australia,2011,2014,0,,1,0,0,0,0,0,0,democracy,success_total
887,Guatemala,United States,2011,2022,0,,0,0,1,0,0,0,0,other,ongoing
888,Indonesia,Australia,2011,2011,1,exp_part,0,0,0,0,0,0,0,other,success_total
889,Indonesia,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
890,Iran,Canada,2011,2016,1,exp_part,0,0,0,0,0,0,0,prevent_war,success_total
891,Iran,"EU, Croatia, Macedonia, Montenegro, Iceland, Liechtenstein, Norway, Moldova",2011,2016,0,,0,0,1,1,0,0,1,human_rights,failed
892,Iran,Switzerland,2011,2016,1,"exp_part, imp_part",0,0,1,1,0,0,0,prevent_war,success_total
893,Jamaica,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
894,"Korea, North",Canada,2011,2022,1,"exp_compl, imp_compl",0,0,1,0,1,0,0,prevent_war,ongoing
895,"Korea, North",United States,2011,2022,1,imp_compl,0,0,0,0,0,0,0,prevent_war,ongoing
896,Libya,Australia,2011,2022,0,,1,1,1,1,0,0,0,human_rights,ongoing
897,Libya,Canada,2011,2022,1,"exp_part, imp_part",1,1,1,0,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
898,Libya,EU,2011,2017,0,,0,0,1,1,0,0,1,human_rights,failed
899,Libya,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Armenia, Georgia",2011,2022,1,exp_part,0,0,1,1,0,0,1,human_rights,ongoing
900,Libya,"Gambia, The",2011,2012,0,,0,0,1,0,0,0,0,"destab_regime,democracy,human_rights","success_total,success_total,success_total"
901,Libya,League of Arab States,2011,2011,0,,0,0,0,0,1,0,1,human_rights,success_total
902,Libya,Switzerland,2011,2022,1,exp_part,0,0,1,1,0,0,0,human_rights,ongoing
903,Libya,UN,2011,2022,0,,1,1,1,1,1,0,1,human_rights,ongoing
904,Libya,United States,2011,2022,0,,0,0,1,0,1,0,0,human_rights,ongoing
905,Malawi,United Kingdom,2011,2012,0,,0,0,1,0,0,0,0,human_rights,success_total
906,Panama,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
907,South Sudan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Armenia",2011,2022,0,,1,1,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
908,Syria,Australia,2011,2022,1,"exp_part, imp_part",1,1,1,1,0,0,0,human_rights,ongoing
909,Syria,Canada,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
910,Syria,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Moldova",2011,2013,1,"exp_part, imp_part",1,1,1,1,0,0,1,"human_rights,end_war","failed,failed"
911,Syria,League of Arab States,2011,2022,1,"exp_part, imp_part",1,0,1,1,1,0,1,human_rights,ongoing
912,Syria,Switzerland,2011,2012,1,exp_part,1,1,1,1,0,0,0,human_rights,failed
913,Syria,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
914,Terrorist Organizations (Al-Qaeda),UN,2011,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
915,Terrorist Organizations (Taliban),UN,2011,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
916,Tunisia,Canada,2011,2022,0,,0,0,1,0,0,0,0,other,ongoing
917,Tunisia,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Armenia",2011,2022,0,,0,0,1,0,0,0,1,other,ongoing
918,Tunisia,Switzerland,2011,2022,0,,0,0,1,0,0,0,0,other,ongoing
919,Belize,United States,2012,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
920,Central African Republic,United States,2012,2014,0,,0,0,0,0,1,0,0,democracy,success_total
921,"Congo, Democratic Republic of the",United States,2012,2022,0,,0,0,1,1,0,0,0,end_war,ongoing
922,Guinea-Bissau,African Union,2012,2014,0,,0,0,0,0,1,0,1,democracy,success_total
923,Guinea-Bissau,ECOWAS,2012,2022,0,,0,0,1,1,1,0,1,democracy,ongoing
924,Guinea-Bissau,EU,2012,2014,0,,0,0,1,1,0,0,1,democracy,success_total
925,Guinea-Bissau,Switzerland,2012,2022,0,,0,0,1,1,0,0,0,democracy,ongoing
926,Guinea-Bissau,UN,2012,2022,0,,0,0,0,1,0,0,1,democracy,ongoing
927,Guinea-Bissau,United States,2012,2014,0,,0,0,1,0,0,0,0,democracy,success_total
928,Iran,Canada,2012,2016,1,"exp_part, imp_part",0,0,1,0,1,0,0,"terrorism,prevent_war,human_rights","failed,success_total,failed"
929,Iran,EU,2012,2016,1,exp_part,0,0,0,0,0,0,1,human_rights,failed
930,Iran,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova",2012,2016,1,"exp_part, imp_part",0,0,1,0,0,0,1,human_rights,failed
931,Kenya,UN,2012,2014,0,,1,1,1,1,0,0,1,terrorism,failed
932,Mali,African Union,2012,2012,0,,0,0,0,0,1,0,1,democracy,success_part
933,Mali,Algeria,2012,2012,0,,0,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
934,Mali,ECOWAS,2012,2012,0,,0,0,1,1,1,0,1,democracy,success_part
935,Mali,EU,2012,2013,0,,0,0,1,0,0,0,1,democracy,success_part
936,Mali,France,2012,2012,0,,0,1,0,0,0,0,0,democracy,success_part
937,Mali,United States,2012,2013,0,,0,1,1,1,0,0,0,democracy,success_part
938,Myanmar,Australia,2012,2022,0,,1,1,1,0,0,0,0,human_rights,ongoing
939,Myanmar,Canada,2012,2022,0,,1,1,1,0,0,0,0,human_rights,ongoing
940,Myanmar,Switzerland,2012,2022,0,,1,1,0,0,0,0,0,human_rights,ongoing
941,Pakistan,United States,2012,2013,0,,0,1,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
942,Palestine,United States,2012,2016,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,success_part
943,Paraguay,MERCOSUR,2012,2013,0,,0,0,0,0,1,0,1,democracy,success_total
944,Paraguay,UNASUR,2012,2013,0,,0,0,0,0,1,0,1,"democracy,human_rights","success_total,success_total"
945,Rwanda,EU,2012,2013,0,,0,0,1,0,0,0,1,"policy_change,democracy,human_rights","success_total,success_total,success_total"
946,Rwanda,"Germany, Netherlands, Sweden",2012,2013,0,,0,0,1,0,0,0,1,"policy_change,democracy,human_rights","success_total,success_total,success_total"
947,Rwanda,United Kingdom,2012,2012,0,,0,0,1,0,0,0,0,"policy_change,democracy,human_rights","success_total,success_total,success_total"
948,Rwanda,United States,2012,2013,0,,0,1,0,0,0,0,0,"policy_change,democracy,human_rights","success_total,success_total,success_total"
949,Somalia,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia",2012,2022,1,imp_part,0,0,0,0,0,0,1,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
950,Somalia,UN,2012,2022,1,imp_part,0,0,0,0,0,0,1,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
951,Somalia,United States,2012,2022,1,imp_part,0,0,0,0,0,0,0,"territorial_conflict,democracy,human_rights","ongoing,ongoing,ongoing"
952,Syria,Canada,2012,2022,1,exp_part,0,0,1,1,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
953,Syria,OIC,2012,2022,0,,0,0,0,0,1,0,1,human_rights,ongoing
954,Syria,Switzerland,2012,2022,1,exp_part,1,1,1,1,1,0,0,"human_rights,end_war","ongoing,ongoing"
955,Tajikistan,Uzbekistan,2012,2012,1,exp_part,0,0,0,0,0,0,0,other,failed
956,"Yemen, North",United States,2012,2022,0,,0,0,1,0,0,0,0,prevent_war,ongoing
957,Belize,United States,2013,2022,1,imp_part,0,0,0,0,0,0,0,other,ongoing
958,Central African Republic,African Union,2013,2016,0,,0,0,1,1,1,0,1,"human_rights,prevent_war","success_total,success_total"
959,Central African Republic,Kimberly Process Participants,2013,2016,1,imp_part,0,0,0,0,0,0,1,end_war,failed
960,Central African Republic,UN,2013,2022,0,,1,1,0,0,0,0,1,"end_war,human_rights","ongoing,ongoing"
961,Ecuador,United States,2013,2014,0,,0,0,1,0,0,0,0,destab_regime,failed
962,"Egypt, Arab Rep.",African Union,2013,2014,0,,0,0,0,0,1,0,1,democracy,success_total
963,"Egypt, Arab Rep.","EU, Croatia, Macedonia, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Georgia",2013,2022,1,exp_part,1,0,0,0,0,0,1,"human_rights,democracy","ongoing,ongoing"
964,"Egypt, Arab Rep.",United States,2013,2015,0,,1,1,1,0,0,0,0,"human_rights,democracy","success_part,success_part"
965,Eritrea,Russia,2013,2018,0,,1,0,0,0,0,0,0,end_war,success_total
966,Greece,United States,2013,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
967,Iran,Canada,2013,2016,1,"exp_compl, imp_compl",0,0,1,0,0,0,0,prevent_war,success_total
968,"Korea, North",UN,2013,2022,0,,0,0,1,0,0,0,1,prevent_war,ongoing
969,Kyrgyzstan,Uzbekistan,2013,2014,1,exp_part,0,0,0,0,0,0,0,other,failed
970,Lithuania,Russia,2013,2014,1,imp_part,0,0,0,0,0,0,0,other,failed
971,Mali,United States,2013,2013,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,success_total
972,Moldova,Russia,2013,2021,1,imp_part,0,0,0,0,0,0,0,policy_change,nego_settlement
973,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Serbia, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2013,2022,1,exp_part,1,1,0,0,0,0,1,human_rights,ongoing
974,Nigeria,United States,2013,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"territorial_conflict,terrorism,democracy,human_rights","ongoing,ongoing,ongoing,ongoing"
975,Philippines,Taiwan,2013,2013,0,,0,0,0,1,0,0,0,other,success_total
976,Somalia,Switzerland,2013,2022,1,imp_part,0,0,0,0,0,0,0,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
977,Syria,Canada,2013,2022,1,exp_part,0,0,0,0,0,0,0,human_rights,ongoing
978,Syria,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Moldova",2013,2022,1,"exp_part, imp_part",1,0,1,0,0,0,1,"human_rights,end_war","ongoing,ongoing"
979,Taiwan,United States,2013,2021,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,success_part
980,Armenia,United Kingdom,2014,2022,1,exp_part,0,0,0,0,0,0,0,end_war,ongoing
981,Australia,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
982,Azerbaijan,United Kingdom,2014,2022,1,exp_part,0,0,0,0,0,0,0,end_war,ongoing
983,Belize,EU,2014,2014,1,imp_part,0,0,0,0,0,0,1,other,success_total
984,Canada,Russia,2014,2022,1,imp_part,0,0,0,1,0,0,0,policy_change,ongoing
985,Central African Republic,EU,2014,2022,0,,1,1,0,1,0,0,1,"end_war,human_rights","ongoing,ongoing"
986,Central African Republic,UN,2014,2022,0,,0,0,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
987,Central African Republic,United States,2014,2022,0,,0,0,1,1,0,0,0,"prevent_war,human_rights","ongoing,ongoing"
988,Colombia,United States,2014,2018,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,success_total
989,EU,Russia,2014,2022,1,imp_part,0,0,0,0,0,1,0,policy_change,ongoing
990,"Gambia, The",EU,2014,2017,0,,0,0,1,0,0,0,1,human_rights,success_total
991,Guinea,"EU, Turkey, Croatia, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Iceland",2014,2022,0,,0,0,1,1,0,0,1,human_rights,ongoing
992,Guinea,Switzerland,2014,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
993,Israel,"Spain, United Kingdom",2014,2022,1,exp_part,1,0,0,0,0,0,1,prevent_war,ongoing
994,Kyrgyzstan,Uzbekistan,2014,2014,1,exp_part,0,0,0,0,0,0,0,other,failed
995,Malawi,United Kingdom,2014,2022,0,,0,0,1,0,0,0,0,other,ongoing
996,Nigeria,UN,2014,2022,0,,1,0,1,1,0,0,1,"territorial_conflict,terrorism","ongoing,ongoing"
997,Norway,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
998,Russia,Australia,2014,2022,1,exp_part,1,1,1,1,0,0,0,policy_change,ongoing
999,Russia,Canada,2014,2022,1,exp_part,0,0,1,0,0,0,0,policy_change,ongoing
1000,Russia,EU,2014,2022,1,"exp_part, imp_part",1,1,1,0,0,0,1,policy_change,ongoing
1001,Russia,"EU, Montenegro, Iceland, Albania, Liechtenstein, Norway, Ukraine",2014,2022,1,imp_part,0,0,1,1,0,0,1,policy_change,ongoing
1002,Russia,Japan,2014,2022,1,imp_part,0,1,1,1,0,0,0,policy_change,ongoing
1003,Russia,New Zealand,2014,2022,0,,0,0,1,1,1,0,0,policy_change,ongoing
1004,Russia,Switzerland,2014,2022,1,"exp_part, imp_part",1,1,1,0,0,0,0,policy_change,ongoing
1005,Russia,United States,2014,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"policy_change,prevent_war","ongoing,ongoing"
1006,South Sudan,Canada,2014,2022,0,,0,0,1,0,0,0,0,"human_rights,end_war","ongoing,ongoing"
1007,South Sudan,EU,2014,2022,0,,0,0,1,1,0,0,1,"territorial_conflict,end_war","ongoing,ongoing"
1008,South Sudan,United States,2014,2022,0,,0,0,1,1,0,0,0,"human_rights,prevent_war,end_war","ongoing,ongoing,ongoing"
1009,Tanzania,"Canada, EU, Japan, Norway",2014,2015,0,,0,0,1,0,0,0,1,other,success_part
1010,Terrorist Organizations (ISIL and ANF),UN,2014,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
1011,Thailand,EU,2014,2017,0,,0,0,0,0,1,0,1,"democracy,human_rights","success_total,success_total"
1012,Thailand,United States,2014,2019,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
1013,Uganda,Sweden,2014,2014,0,,0,0,1,0,0,0,0,human_rights,success_total
1014,Ukraine,Australia,2014,2022,0,,0,0,1,1,0,0,0,policy_change,ongoing
1015,Ukraine,Canada,2014,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,policy_change,ongoing
1016,Ukraine,EU,2014,2022,0,,0,0,1,1,0,0,1,other,ongoing
1017,Ukraine,"EU, Montenegro, Iceland, Albania, Liechtenstein, Norway, Moldova",2014,2014,1,exp_part,0,0,1,1,0,0,1,human_rights,success_total
1018,Ukraine,"EU, Montenegro, Iceland, Albania, Liechtenstein, Norway, Moldova",2014,2022,1,"exp_part, imp_part",0,0,1,1,1,0,1,policy_change,ongoing
1019,Ukraine,Japan,2014,2022,1,imp_part,1,1,1,1,0,0,0,policy_change,ongoing
1020,Ukraine,Russia,2014,2014,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
1021,Ukraine,Switzerland,2014,2014,0,,0,0,1,0,0,0,0,human_rights,success_total
1022,Ukraine,Switzerland,2014,2022,1,"exp_part, imp_part",1,0,1,0,0,0,0,policy_change,ongoing
1023,Ukraine,United States,2014,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,policy_change,ongoing
1024,United States,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
1025,"Yemen, North",UN,2014,2022,0,,0,0,1,1,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1026,Afghanistan,UN,2015,2017,0,,1,0,1,1,0,0,1,terrorism,success_total
1027,"Albania, Montenegro, Liechtenstein, Iceland",Russia,2015,2022,1,imp_part,0,0,0,0,0,1,0,policy_change,ongoing
1028,Burundi,Belgium,2015,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
1029,Burundi,EU,2015,2021,0,,0,0,1,1,0,0,1,"human_rights,end_war","failed,failed"
1030,Burundi,United States,2015,2021,0,,0,0,1,1,0,0,0,"human_rights,end_war","failed,failed"
1031,Canada,"Korea, South",2015,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
1032,Canada,Taiwan,2015,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
1033,"Korea, North",United States,2015,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,prevent_war,ongoing
1034,Liberia,UN,2015,2016,0,,1,1,0,0,0,0,1,prevent_war,success_total
1035,Nepal,India,2015,2016,1,exp_part,0,0,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
1036,Ukraine,South Vietnam,2015,2018,1,imp_part,0,0,0,0,0,0,0,other,success_total
1037,Venezuela,United States,2015,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,democracy","ongoing,ongoing"
1038,"Yemen, North",EU,2015,2022,0,,1,1,1,1,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1039,"Yemen, North",UN,2015,2022,0,,1,1,0,0,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1040,Burundi,EU,2016,2022,0,,0,0,1,0,0,0,1,"democracy,human_rights","failed,failed"
1041,Burundi,United States,2016,2022,0,,0,0,1,0,0,0,0,"end_war,democracy,human_rights","failed,failed,failed"
1042,"Congo, Democratic Republic of the",United States,2016,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
1043,"Egypt, Arab Rep.",Saudi Arabia,2016,2017,1,exp_part,0,0,0,0,0,0,0,democracy,failed
1044,"Gambia, The",United States,2016,2017,0,,0,0,0,1,0,0,0,policy_change,success_total
1045,Iran,Canada,2016,2022,1,exp_part,0,0,1,0,0,0,0,prevent_war,ongoing
1046,Iran,Switzerland,2016,2016,1,exp_part,0,0,0,1,0,0,0,prevent_war,success_total
1047,"Korea, North",United States,2016,2022,1,exp_compl,0,0,1,1,0,0,0,prevent_war,ongoing
1048,Liberia,Canada,2016,2017,0,,1,1,1,1,0,0,0,prevent_war,success_total
1049,Libya,United States,2016,2022,0,,0,0,0,1,0,0,0,human_rights,ongoing
1050,Panama,United States,2016,2017,0,,0,0,1,0,0,0,0,other,ongoing
1051,Tanzania,United States,2016,2016,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
1052,Cambodia,EU,2017,2018,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_part,success_part"
1053,Cambodia,United States,2017,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1054,Chad,United States,2017,2018,0,,0,0,0,1,0,0,0,terrorism,failed
1055,China,United States,2017,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1056,"Egypt, Arab Rep.",United States,2017,2018,0,,0,1,0,0,0,0,0,"human_rights,democracy","success_part,success_part"
1057,Eritrea,United States,2017,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1058,"Gambia, The",United States,2017,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1059,Guinea,United States,2017,2018,0,,0,0,0,1,0,0,0,policy_change,success_total
1060,Iran,United States,2017,2021,0,,0,0,0,1,0,0,0,terrorism,failed
1061,Iraq,United States,2017,2017,0,,0,0,0,1,0,0,0,terrorism,failed
1062,Kenya,United States,2017,2022,0,,0,0,1,0,0,0,0,other,ongoing
1063,"Korea, North",Burkina Faso,2017,2022,1,imp_compl,0,0,0,0,0,0,0,policy_change,ongoing
1064,"Korea, North",United States,2017,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,prevent_war,ongoing
1065,Libya,United States,2017,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1066,Mali,UN,2017,2022,0,,0,0,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
